"id"	"annee"	"agemoy"	"etp"	"prod"	"cap"	"nace"	"sect"
554	2006	41.25	56	3504	3000	13200	"M"
555	2006	39.37037037	50	4999	250	12000	"M"
556	2006	42.781818182	167	7873	1000	23610	"M"
557	2006	41.434782609	47	2625	972	25120	"M"
558	2006	39.131736527	171	10953	744	18120	"M"
559	2006	45.322580645	31	2114	877	10900	"M"
560	2006	40.020833333	48	2426	221	28220	"M"
561	2006	41.375772559	776	47235	120410	30200	"M"
562	2006	38.276859504	224	12345	665	28300	"M"
563	2006	41	52	2429	124	14120	"M"
564	2006	39.035087719	52	4920	149	20300	"M"
565	2006	35.139240506	163	8640	265	18140	"M"
566	2006	39.846153846	50	2880	1220	18120	"M"
567	2006	38.738396624	237	26453	235	28150	"M"
568	2006	37.688888889	185	10891	500	28940	"M"
569	2006	44.98	52	1793	149	31091	"M"
570	2006	38.657142857	43	1156	9500	23321	"M"
571	2006	44.748858447	228	8325	744	31000	"M"
572	2006	46.583333333	46	2145	96	24500	"M"
573	2006	49.695652174	27	1001	323	31091	"M"
574	2006	39.961352657	201	19152	53070	24200	"M"
575	2006	40.067510549	238	10276	1750	13100	"M"
576	2006	43.9	49	919	2582	10900	"M"
577	2006	44.288888889	41	1319	62	14130	"M"
578	2006	44.780487805	38	4828	2500	10900	"M"
579	2006	35.725	78	5041	250	22210	"M"
580	2006	39.173076923	51	2936	4835	10810	"M"
581	2006	39.443478261	109	10153	184	31091	"M"
582	2006	43.115384615	25	915	248	31091	"M"
583	2006	43.136842105	95	3884	350	31091	"M"
584	2006	41.296875	63	7655	250	12000	"M"
585	2006	40.76	29	2195	250	25910	"M"
586	2006	42.061538462	61	2528	1250	13200	"M"
587	2006	40.75	87	4397	1798	22110	"M"
588	2006	43.255319149	47	2205	1860	28250	"M"
589	2006	40.231884058	65	3078	3501	10200	"M"
590	2006	40.603580563	390	25754	17500	10393	"M"
591	2006	39.523489933	138	10661	1931	25290	"M"
592	2006	46.304347826	65	3201	322	32123	"M"
593	2006	37.4	43	2316	31	13929	"M"
594	2006	39.37037037	51	2480	372	28300	"M"
595	2006	45.47826087	23	688	150	13921	"M"
596	2006	40.59375	96	4187	762	23110	"M"
597	2006	44.85483871	63	2258	543	13930	"M"
598	2006	36.902439024	88	7489	1555	23120	"M"
599	2006	40.186046512	41	2621	62	14199	"M"
600	2006	38.301886792	112	6826	1100	28990	"M"
601	2006	42.144549763	418	30018	10000	28410	"M"
602	2006	41.107142857	22	757	100	17290	"M"
603	2006	41.939393939	46	2894	1700	31010	"M"
604	2006	38.177033493	206	8504	1500	31010	"M"
605	2006	42.955882353	141	6731	7400	13930	"M"
606	2006	39.483146067	93	5428	800	22290	"M"
607	2006	45.038461538	25	756	500	18140	"M"
608	2006	43.263157895	56	1844	298	13300	"M"
609	2006	40.424242424	35	1647	608	13200	"M"
610	2006	47.047619048	22	954	175	22190	"M"
611	2006	41.972972973	48	2741	459	24100	"M"
612	2006	42.88	22	637	298	14130	"M"
613	2006	40.580645161	35	1836	719	13300	"M"
614	2006	50.227272727	24	522	372	13930	"M"
615	2006	44.484193012	616	31501	16620	13200	"M"
616	2006	40.852391629	2741	266563	173300	24340	"M"
617	2006	36.083333333	63	5677	378	29200	"M"
618	2006	43.964285714	33	847	1200	13200	"M"
619	2006	41.333333333	22	1439	155	17210	"M"
620	2006	41.319148936	42	2692	600	13200	"M"
621	2006	39.860465116	48	2972	310	28250	"M"
622	2006	34.337662338	728	169404	100800	16210	"M"
623	2006	35.516129032	41	3523	2504	23610	"M"
624	2006	42.0625	21	892	74	16210	"M"
625	2006	45.31294964	533	27257	12395	13930	"M"
626	2006	40.975206612	138	11729	1415	16210	"M"
627	2006	42.028571429	34	626	951	13200	"M"
628	2006	47.708333333	30	1108	297	13300	"M"
629	2006	45.3	21	562	147	14130	"M"
630	2006	47.136363636	21	949	372	13200	"M"
631	2006	41.807017544	60	2782	100	13960	"M"
632	2006	38.820512821	39	4713	1865	13200	"M"
633	2006	39.486486486	37	3010	62	13930	"M"
634	2006	39.333333333	45	2942	248	25930	"M"
635	2006	39.096774194	28	1228	1654	16210	"M"
636	2006	39.897435897	37	1560	19	13200	"M"
637	2006	46.181818182	22	2111	325	10610	"M"
638	2006	42.115384615	27	1594	2480	17210	"M"
639	2006	38.275510204	98	8584	125	12000	"M"
640	2006	37.436521739	588	61546	2479	28940	"M"
641	2006	42.037037037	26	1106	62	13200	"M"
642	2006	47.173913043	22	206	74	13200	"M"
643	2006	42.142857143	61	2566	211	13300	"M"
644	2006	38.106060606	72	4832	5500	10120	"M"
645	2006	38.555555556	24	1105	23	23610	"M"
646	2006	44.791666667	25	1073	744	25120	"M"
647	2006	44.947368421	21	971	193	13300	"M"
648	2006	42.826086957	23	1269	657	10610	"M"
649	2006	40.989949749	207	14671	9420	20140	"M"
650	2006	38.246753247	94	6587	62	25930	"M"
651	2006	48	67	762	6560	13100	"M"
652	2006	37.348684211	157	12633	2265	10890	"M"
653	2006	38.857142857	30	2078	79	24100	"M"
654	2006	39.344497608	258	14964	2121	31010	"M"
655	2006	39.455555556	92	7034	2795	17210	"M"
656	2006	41.234343434	1016	69101	7400	28940	"M"
657	2006	37.512195122	135	6977	2647	10720	"M"
658	2006	37.692307692	49	4994	8041	23321	"M"
659	2006	38.442105263	96	9219	1000	28250	"M"
660	2006	39.456521739	50	4947	25	28300	"M"
661	2006	45.790540541	182	4879	6197	13200	"M"
662	2006	44.928571429	45	1612	550	31091	"M"
663	2006	43.77027027	81	5312	700	28490	"M"
664	2006	35.173913043	21	1400	97	20300	"M"
665	2006	38.615384615	26	1239	180	17210	"M"
666	2006	41.857142857	65	3288	1116	28220	"M"
667	2006	42.74204947	302	48628	52158	10410	"M"
668	2006	37.178294574	772	69066	8499	20160	"M"
669	2006	38.432692308	108	12818	1000	32910	"M"
670	2006	40.836538462	106	4472	309	31091	"M"
671	2006	43.911764706	36	2170	62	28220	"M"
672	2006	38.173913043	251	15242	1611	10120	"M"
673	2006	45.826086957	22	403	250	31091	"M"
674	2006	39.375	25	1308	25	16210	"M"
675	2006	42.488888889	41	2652	3100	28490	"M"
676	2006	41.939393939	29	2191	2270	10900	"M"
677	2006	38.714285714	85	5278	1180	18120	"M"
678	2006	46.047619048	110	3696	677	31091	"M"
679	2006	41.229591837	184	10030	3071	13100	"M"
680	2006	39.392996109	257	18030	1116	13100	"M"
681	2006	39.75	45	6533	2900	10620	"M"
682	2006	37.329545455	82	3827	372	31020	"M"
683	2006	46.708333333	25	1329	248	11070	"M"
684	2006	44.260869565	23	1366	781	16210	"M"
685	2006	43.666666667	30	2524	744	20150	"M"
686	2006	42.440443213	376	25562	18592	23190	"M"
687	2006	42.450570342	491	79059	139450	11050	"M"
688	2006	40.529850746	137	6107	1066	13930	"M"
689	2006	39.786324786	1251	112683	71572	22210	"M"
690	2006	43.781341108	349	46883	12395	17120	"M"
691	2006	57	23	570	620	33150	"M"
692	2006	41.098039216	49	4110	744	10130	"M"
693	2006	42.846153846	36	1897	1000	13100	"M"
694	2006	40.4	41	4077	149	22190	"M"
695	2006	40.833333333	27	1450	484	22190	"M"
696	2006	40.666666667	61	4724	1800	10120	"M"
697	2006	39.12345679	71	4986	62	25290	"M"
698	2006	40.996233522	535	54205	13659	10620	"M"
699	2006	43.102941176	765	135902	117	22210	"M"
700	2006	45.3	50	2361	487	10510	"M"
701	2006	38.497959184	493	24928	7991	24420	"M"
702	2006	42.159250585	436	46412	338	20300	"M"
703	2006	41.724855491	798	66593	43000	20130	"M"
704	2006	40.733333333	76	7573	62	11050	"M"
705	2006	43.795918367	49	2330	500	25290	"M"
706	2006	43	39	1630	62	27402	"M"
707	2006	44.904279279	880	72595	12400	30300	"M"
708	2006	38.891304348	41	5750	658	25940	"M"
709	2006	42.588235294	34	1611	150	25620	"M"
710	2006	44.30952381	41	5430	6198	24500	"M"
711	2006	42.114285714	29	5190	250	25110	"M"
712	2006	40	53	127	544	10890	"M"
713	2006	45.866666667	45	4503	104801	32121	"M"
714	2006	40.131147541	60	6498	62	23630	"M"
715	2006	38.683544304	80	10690	3651	11020	"M"
716	2006	41.78	51	3404	1920	10910	"M"
717	2006	43.441176471	73	4634	310	24520	"M"
718	2006	46.072727273	53	2752	500	25502	"M"
719	2006	42.766666667	31	2735	4970	23510	"M"
720	2006	41.433333333	34	3425	4345	10810	"M"
721	2006	41.138554217	169	6174	62	10720	"M"
722	2006	42.964285714	28	1843	372	30900	"M"
723	2006	43.954198473	169	7542	448	25110	"M"
724	2006	44.260869565	22	947	124	25620	"M"
725	2006	47.870967742	33	1724	1557	24500	"M"
726	2006	43.636363636	58	3863	2600	25610	"M"
727	2006	34.471264368	188	9858	744	20420	"M"
728	2006	45.1	33	1301	375	23610	"M"
729	2006	44.695652174	23	2803	475	24540	"M"
730	2006	36.466666667	44	3848	628	20140	"M"
731	2006	37.489051095	125	10471	496	31091	"M"
732	2006	44.625	23	994	195	25120	"M"
733	2006	40.413043478	105	8706	5082	18120	"M"
734	2006	35.679144385	169	12972	868	10820	"M"
735	2006	36.355555556	30	1459	496	31091	"M"
736	2006	44.011235955	84	5465	500	18120	"M"
737	2006	39.4	34	1626	312	20160	"M"
738	2006	38.171428571	32	969	348	25120	"M"
739	2006	43.329268293	163	8530	10620	13930	"M"
740	2006	50.162162162	38	7734	10511	25731	"M"
741	2006	44.368421053	34	2295	715	20420	"M"
742	2006	36.487804878	40	2433	100	28110	"M"
743	2006	41.541666667	38	2232	75	25940	"M"
744	2006	38.338028169	120	12709	30702	10510	"M"
745	2006	36.782608696	21	1323	62	25502	"M"
746	2006	33.948717949	38	1665	75	25110	"M"
747	2006	41.776699029	112	8406	1859	22290	"M"
748	2006	49.506493506	76	5611	496	33150	"M"
749	2006	42.195121951	41	3603	100	27900	"M"
750	2006	42.166666667	33	1151	297	14130	"M"
751	2006	42.195121951	42	1620	62	10712	"M"
752	2006	38.415413534	550	80369	6547	20100	"M"
753	2006	39.558823529	32	3634	180	22210	"M"
754	2006	42.218934911	154	7667	25439	10130	"M"
755	2006	40.98523622	1045	176570	27500	20200	"M"
756	2006	40.47826087	38	2633	2575	11050	"M"
757	2006	38.053941909	720	52459	5556	28150	"M"
758	2006	41.85	37	1715	409	10610	"M"
759	2006	40.320754717	64	6395	2711	23510	"M"
760	2006	41.333333333	20	1566	273	25620	"M"
761	2006	46.186440678	60	3486	500	24500	"M"
762	2006	43.95	20	1868	275	20520	"M"
763	2006	30.390243902	41	2131	62	29200	"M"
764	2006	41.288135593	415	32826	13290	28250	"M"
765	2006	38.565217391	23	1364	62	10712	"M"
766	2006	37.264705882	144	6443	124	10130	"M"
767	2006	41.854545455	51	3511	74	31020	"M"
768	2006	38.698060942	348	52080	47118	20110	"M"
769	2006	38.583333333	24	1147	200	25620	"M"
770	2006	43.413793103	29	1454	650	13200	"M"
771	2006	44.789473684	36	4355	376	10130	"M"
772	2006	42.173622705	582	37796	1488	29300	"M"
773	2006	40.8	44	2328	508	31091	"M"
774	2006	42.526315789	37	1466	496	25120	"M"
775	2006	34.933333333	36	1330	103	25120	"M"
776	2006	40.454545455	43	2164	40	28300	"M"
777	2006	39.034482759	28	3297	62	28110	"M"
778	2006	37.416666667	197	24408	2256	26400	"M"
779	2006	41.939393939	33	2337	1640	23120	"M"
780	2006	37.891891892	74	3502	62	25110	"M"
781	2006	45.681818182	20	604	62	31091	"M"
782	2006	38.703125	193	12242	1000	27900	"M"
783	2006	39.672131148	80	6351	124	25290	"M"
784	2006	41.179856115	293	15560	15032	10820	"M"
785	2006	43.571428571	43	2147	2480	31091	"M"
786	2006	45.5625	30	2659	745	26200	"M"
787	2006	37.682926829	40	3701	124	31020	"M"
788	2006	33.215686275	47	3686	75	25501	"M"
789	2006	41.882352941	32	2201	1110	23630	"M"
790	2006	46.34375	40	2845	3752	24420	"M"
791	2006	43.170212766	47	2790	360	10130	"M"
792	2006	44.183006536	152	9227	625	22110	"M"
793	2006	43.265306122	48	2814	124	27110	"M"
794	2006	39.571428571	329	55108	64948	19200	"M"
795	2006	41.166666667	141	18194	10392	20130	"M"
796	2006	37.967741935	29	1678	87	25620	"M"
797	2006	39.265306122	42	1493	125	10711	"M"
798	2006	43.965517241	27	2269	1150	28990	"M"
799	2006	37.644444444	43	1775	354	20300	"M"
800	2006	42.684210526	37	2102	50	25620	"M"
801	2006	39.083333333	24	1251	62	25610	"M"
802	2006	37.293785311	185	12854	4405	25620	"M"
803	2006	42.621212121	135	14002	500	22210	"M"
804	2006	37.888888889	35	2337	75	10130	"M"
805	2006	43.75	32	1457	300	13200	"M"
806	2006	33.413043478	45	2552	74	22210	"M"
807	2006	44.28	24	838	156	27402	"M"
808	2006	48.217391304	30	1338	20	25620	"M"
809	2006	39.387755102	47	3272	1750	26200	"M"
810	2006	39.576576577	137	9183	10000	18110	"M"
811	2006	45	40	6184	900	28410	"M"
812	2006	40.378151261	111	6374	610	28291	"M"
813	2006	43.231578947	98	5198	1750	28250	"M"
814	2006	38.983870968	119	7853	2460	10110	"M"
815	2006	39.752941176	107	6168	744	26510	"M"
816	2006	39.859375	81	6721	546	10110	"M"
817	2006	43.571428571	39	3640	186	10130	"M"
818	2006	34.805228758	852	50856	2500	29300	"M"
819	2006	45.424242424	32	1468	323	23630	"M"
820	2006	37.594936709	93	4937	820	10820	"M"
821	2006	48.296296296	24	500	62	14300	"M"
822	2006	40.566101695	294	15384	3116	29200	"M"
823	2006	38.604651163	87	4184	657	25110	"M"
824	2006	39.895424837	150	9156	1500	24100	"M"
825	2006	43.035087719	54	1793	250	14140	"M"
826	2006	41.416666667	45	3759	100	23990	"M"
827	2006	41.952380952	40	6210	6075	10900	"M"
828	2006	42.888888889	65	4008	744	25501	"M"
829	2006	35.945454545	59	4031	1650	21201	"M"
830	2006	39.364583333	93	4130	309	31091	"M"
831	2006	38.452054795	217	11409	3223	27500	"M"
832	2006	41.397590361	82	3655	1250	17210	"M"
833	2006	39.18	48	2462	261	29200	"M"
834	2006	36.037037037	28	2567	1735	22190	"M"
835	2006	41.2	92	15601	7440	19200	"M"
836	2006	36.565217391	134	8569	9970	10520	"M"
837	2006	42.616438356	80	3685	2500	25120	"M"
838	2006	45.186046512	43	1758	129	31091	"M"
839	2006	32.863636364	49	2931	140	31010	"M"
840	2006	37.142857143	25	1057	333	18120	"M"
841	2006	38.790654206	1546	96484	21815	29300	"M"
842	2006	42.364705882	134	12443	868	10392	"M"
843	2006	41.222797927	390	27951	8676	27200	"M"
844	2006	43	168	7199	1000	32500	"M"
845	2006	43.837837838	37	1841	99	27402	"M"
846	2006	36.243902439	41	3691	250	22230	"M"
847	2006	37.972222222	37	4336	62	25940	"M"
848	2006	37.260869565	21	1140	62	16100	"M"
849	2006	38.24375	155	10985	345	23690	"M"
850	2006	44.764705882	30	2268	903	28940	"M"
851	2006	36.950819672	58	10021	600	23610	"M"
852	2006	33.976190476	75	5189	810	22220	"M"
853	2006	41.654761905	244	65656	23500	20140	"M"
854	2006	42.052231719	5134	943803	47740	29100	"M"
855	2006	35.698113208	51	3498	271	25940	"M"
856	2006	41.769230769	44	2152	62	28220	"M"
857	2006	43.536585366	44	2223	25	25110	"M"
858	2006	38.727272727	20	1880	4214	13200	"M"
859	2006	38.642857143	28	1270	100	31030	"M"
860	2006	40.387096774	31	1733	229	28300	"M"
861	2006	42.393939394	34	1983	386	10610	"M"
862	2006	40.323529412	411	26996	918	10820	"M"
863	2006	39.292682927	32	1685	265	13929	"M"
864	2006	37.952380952	20	1093	62	18120	"M"
865	2006	39.833333333	39	1938	2174	31010	"M"
866	2006	32.558823529	63	5845	1010	18120	"M"
867	2006	39.5	53	5066	87	10890	"M"
868	2006	39.785714286	28	1761	62	25110	"M"
869	2006	38.182320442	190	26914	12923	20590	"M"
870	2006	43.176470588	35	723	87	13910	"M"
871	2006	43.166666667	36	1564	231	28150	"M"
872	2006	43.130434783	22	637	63	13921	"M"
873	2006	41.549019608	49	4972	1722	17210	"M"
874	2006	33.80952381	45	3486	550	28250	"M"
875	2006	38.409090909	46	2902	2902	20110	"M"
876	2006	44.4	26	1555	764	13200	"M"
877	2006	40.523809524	21	669	62	15120	"M"
878	2006	42.7	48	3175	750	13960	"M"
879	2006	42.606060606	70	3829	2975	10110	"M"
880	2006	41.84675835	575	48858	2789	17120	"M"
881	2006	40.28358209	65	2827	248	21201	"M"
882	2006	42.352941176	53	8234	1688	20130	"M"
883	2006	41.274559194	361	18440	1515	12000	"M"
884	2006	36.328125	82	7677	16856	10890	"M"
885	2006	43.02	51	2188	1487	24100	"M"
886	2006	46.569767442	76	3071	1490	23120	"M"
887	2006	38.591549296	141	8219	372	25120	"M"
888	2006	46.470588235	34	1058	744	23630	"M"
889	2006	43.4375	47	2469	224	13910	"M"
890	2006	38.481481481	77	3893	115	25120	"M"
891	2006	36.572727273	104	5023	5500	10840	"M"
892	2006	39.279069767	42	4083	810	25940	"M"
893	2006	36	65	8933	125	28250	"M"
894	2006	40.257142857	33	1908	56	25110	"M"
895	2006	40.214953271	203	43927	6846	20160	"M"
896	2006	36.45	40	2431	601	10510	"M"
897	2006	45.47826087	26	1652	149	14140	"M"
898	2006	43.169014085	74	4193	68	28250	"M"
899	2006	38.431818182	44	2809	124	28200	"M"
900	2006	36.588235294	246	13046	152	25720	"M"
901	2006	37.935483871	93	7531	320	26510	"M"
902	2006	41.031746032	64	3984	1600	16210	"M"
903	2006	36.540540541	36	3055	250	30910	"M"
904	2006	44.785714286	28	1633	1038	23630	"M"
905	2006	35.54	60	5121	695	20110	"M"
906	2006	44.54	47	2195	200	13200	"M"
907	2006	38.555555556	35	1733	663	10840	"M"
908	2006	38.303030303	33	1522	285	27510	"M"
909	2006	40.734299517	225	13892	1000	13930	"M"
910	2006	37.565217391	23	337	496	35200	"M"
911	2006	37.12195122	42	1682	62	10711	"M"
912	2006	38.771573604	190	9906	135	25620	"M"
913	2006	43.051724138	56	3437	175	20600	"M"
914	2006	42.826923077	50	2222	1887	29100	"M"
915	2006	39.793650794	62	5795	1250	27402	"M"
916	2006	41.741935484	30	1912	74	28920	"M"
917	2006	40.379310345	30	1587	496	31000	"M"
918	2006	37.623076923	119	12094	81	10890	"M"
919	2006	34.477272727	38	1472	250	14130	"M"
920	2006	44.807692308	27	1651	1000	23700	"M"
921	2006	34.135135135	165	11703	1700	16230	"M"
922	2006	43.25	27	2106	19	18120	"M"
923	2006	37.424242424	46	2294	500	25110	"M"
924	2006	44.485103627	1397	130129	136000	20130	"M"
925	2006	33.428462127	1259	182023	57500	28250	"M"
926	2006	35.923076923	53	4148	92	10711	"M"
927	2006	41.772727273	42	2282	500	23610	"M"
928	2006	38.47107438	257	15504	11541	13300	"M"
929	2006	36.057142857	38	1963	100	28940	"M"
930	2006	39.77	183	13627	905	10130	"M"
931	2006	41.037037037	23	4598	62	23690	"M"
932	2006	40.006818182	463	28512	9660	13960	"M"
933	2006	42.445544554	95	6851	248	18120	"M"
934	2006	45.609756098	38	3695	2479	20510	"M"
935	2006	40.954545455	74	4631	496	29320	"M"
936	2006	42.291941876	729	46874	34100	27110	"M"
937	2006	35.767857143	52	3590	620	27510	"M"
938	2006	40.980392157	51	2935	125	20160	"M"
939	2006	49.05	41	1575	310	31091	"M"
940	2006	40.863636364	130	6467	250	27120	"M"
941	2006	38.741935484	32	2759	2500	22230	"M"
942	2006	36.083232811	775	56502	89442	21201	"M"
943	2006	40.871794872	39	5956	255	18120	"M"
944	2006	42.612903226	30	1455	74	28490	"M"
945	2006	35.528301887	41	1708	459	10130	"M"
946	2006	36.405405405	70	8578	870	25730	"M"
947	2006	40.407407407	25	1850	74	25610	"M"
948	2006	42.322580645	47	2619	496	10110	"M"
949	2006	42.823529412	17	8145	400	20100	"M"
950	2006	40.080645161	54	4733	3481	10900	"M"
951	2006	43.975609756	79	5089	250	26300	"M"
952	2006	44.362962963	138	9798	20348	23630	"M"
953	2006	46.266666667	48	1306	199	24500	"M"
954	2006	41.565217391	24	2407	1748	10120	"M"
955	2006	37.056603774	106	5926	744	23110	"M"
956	2006	44.295774648	70	7170	3000	29100	"M"
957	2006	43.022222222	45	1903	200	31000	"M"
958	2006	36.178571429	30	2170	208	25110	"M"
959	2006	36.581151832	237	13361	16810	25991	"M"
960	2006	44	32	1488	248	10510	"M"
961	2006	45.01369863	234	7379	2495	31091	"M"
962	2006	33.80952381	66	12983	620	27402	"M"
963	2006	39.075757576	53	1860	62	32500	"M"
964	2006	38	21	1337	250	28940	"M"
965	2006	35.769230769	38	5134	2500	28220	"M"
966	2006	43.595588235	139	11308	10000	24100	"M"
967	2006	36.96	23	1537	124	25620	"M"
968	2006	39.547945205	68	3683	1700	16230	"M"
969	2006	41.517241379	31	1238	742	10130	"M"
970	2006	38.376923077	382	26335	2479	23610	"M"
971	2006	42.185185185	26	1698	2000	10130	"M"
972	2006	40.785923754	316	16164	2479	10510	"M"
973	2006	39.701754386	170	23454	248	16230	"M"
974	2006	41.642857143	42	1903	496	20160	"M"
975	2006	44.239130435	46	4082	774	28250	"M"
976	2006	36.241758242	85	1998	3580	20160	"M"
977	2006	39.802469136	80	3018	3864	10410	"M"
978	2006	41.192307692	53	3258	510	25110	"M"
979	2006	40.766666667	29	1856	150	23510	"M"
980	2006	39.611111111	70	7937	2000	28300	"M"
981	2006	45.235955056	90	7234	5000	22210	"M"
982	2006	40.965517241	30	1869	109	23610	"M"
983	2006	46.24	40	3755	63	13100	"M"
984	2006	44.099447514	728	37790	5000	25620	"M"
985	2006	43.5	28	1456	740	25620	"M"
986	2006	36.857142857	32	3221	500	18130	"M"
987	2006	37.454545455	32	1860	300	28150	"M"
988	2006	38.091412742	340	19664	3200	25290	"M"
989	2006	42.914285714	34	2063	102	25110	"M"
990	2006	39.486486486	37	4174	2231	28230	"M"
991	2006	41.428571429	32	2896	420	21201	"M"
992	2006	37.755102041	50	3235	707	25930	"M"
993	2006	38.555555556	27	2243	245	31030	"M"
994	2006	38.5	28	1487	62	28110	"M"
995	2006	36.803418803	120	7911	3257	13930	"M"
996	2006	39.542735043	230	18847	117462	10810	"M"
997	2006	40.673544974	1908	226735	199339	23110	"M"
998	2006	37.547945205	575	49237	6198	22220	"M"
999	2006	38.519823789	212	16194	1800	26110	"M"
1000	2006	31.081632653	47	3571	1500	25620	"M"
1001	2006	42.920863309	150	4900	870	31091	"M"
1002	2006	36.952702703	147	14416	1240	10320	"M"
1003	2006	39.907514451	203	10034	4750	28250	"M"
1004	2006	38.1	21	1707	1250	23610	"M"
1005	2006	41.634146341	42	2603	248	25120	"M"
1006	2006	38.811320755	108	7904	124	28910	"M"
1007	2006	34.417582418	90	4722	750	10120	"M"
1008	2006	35.671875	179	12402	410	25110	"M"
1009	2006	35.290909091	56	4539	538	17210	"M"
1010	2006	40.230136986	373	25638	22600	22290	"M"
1011	2006	38.684210526	39	1956	250	18140	"M"
1012	2006	37.475409836	58	4167	62	25620	"M"
1013	2006	39.694444444	35	2223	100	28300	"M"
1014	2006	39.288732394	138	10962	5950	31010	"M"
1015	2006	37.061538462	128	12152	250	22230	"M"
1016	2006	34.244444444	37	3493	657	25620	"M"
1017	2006	41.303797468	75	8642	344932	10910	"M"
1018	2006	43.766666667	34	1616	224	25110	"M"
1019	2006	49.727272727	39	1495	1281	25501	"M"
1020	2006	42.545454545	33	1309	250	25110	"M"
1021	2006	35.75	123	5773	1250	10130	"M"
1022	2006	40.5	33	1214	19	10711	"M"
1023	2006	44.423076923	25	3186	694	10900	"M"
1024	2006	42.333333333	30	810	62	14140	"M"
1025	2006	38.373626374	100	29633	62	26510	"M"
1026	2006	37.833333333	23	1320	50	28930	"M"
1027	2006	33	21	982	956	31091	"M"
1028	2006	41.75	42	1754	421	25110	"M"
1029	2006	42.983673469	457	45367	7400	10410	"M"
1030	2006	41.023255814	43	1742	248	13930	"M"
1031	2006	38.037037037	54	8462	2975	24100	"M"
1032	2006	37.65	298	24841	3825	10393	"M"
1033	2006	44.183333333	52	4011	2830	26300	"M"
1034	2006	42.518819939	1024	36230	5764	13100	"M"
1035	2006	35.120879121	86	5160	2098	10520	"M"
1036	2006	38.215053763	185	12853	7586	17120	"M"
1037	2006	41.205882353	73	3740	248	25620	"M"
1038	2006	39.113095238	163	18319	12338	24100	"M"
1039	2006	44.028089888	355	47508	11916	20600	"M"
1040	2006	36.545454545	78	20074	607	10393	"M"
1041	2006	33.414893617	101	13042	7075	24100	"M"
1042	2006	37.903225806	27	1542	310	31091	"M"
1043	2006	38.035714286	29	6039	571	11010	"M"
1044	2006	43.607768469	1198	90964	16114	10720	"M"
1045	2006	39.037735849	57	3765	149	28410	"M"
1046	2006	45.96	25	971	103	25290	"M"
1047	2006	42.342105263	40	1742	372	17210	"M"
1048	2006	39.418326693	274	49579	14420	26400	"M"
1049	2006	37.962264151	50	4510	1768	22190	"M"
1050	2006	38.47826087	26	1079	363	25120	"M"
1051	2006	39.85	41	5995	2060	16230	"M"
1052	2006	37.810126582	81	5776	323	17120	"M"
1053	2006	39.84375	32	2240	62	31091	"M"
1054	2006	45.766666667	33	265	19	32121	"M"
1055	2006	40.647058824	31	2080	372	10890	"M"
1056	2006	38.658536585	42	2117	115	25120	"M"
1057	2006	43.897959184	53	3271	496	10130	"M"
1058	2006	36.137931034	25	1362	250	28410	"M"
1059	2006	38.127272727	54	3912	4714	23510	"M"
1060	2006	44.806451613	34	1639	19	25620	"M"
1061	2006	38.653846154	27	1212	201	16230	"M"
1062	2006	37.146766169	391	42155	39893	20520	"M"
1063	2006	35.919354839	62	7356	1200	10120	"M"
1064	2006	36.725	36	1998	150	25999	"M"
1065	2006	32.671052632	42	1667	250	10712	"M"
1066	2006	40.142857143	69	4140	607	18120	"M"
1067	2006	41.063063063	232	19292	849473	24400	"M"
1068	2006	38.018018018	105	6501	5419	25920	"M"
1069	2006	43.375	30	1707	1625	27402	"M"
1070	2006	40.162162162	43	2119	25	18140	"M"
1071	2006	38.545454545	33	1567	372	16210	"M"
1072	2006	45.25	30	1238	930	13100	"M"
1073	2006	40.469387755	51	3104	149	25502	"M"
1074	2006	42.137254902	50	4844	62	18120	"M"
1075	2006	39.045454545	26	1448	300	13921	"M"
1076	2006	38.641025641	38	2053	248	25110	"M"
1077	2006	43.810810811	108	8370	7363	28930	"M"
1078	2006	40.591489362	471	30537	4100	17210	"M"
1079	2006	39.23943662	65	3493	241	14140	"M"
1080	2006	40.108695652	46	2631	124	25120	"M"
1081	2006	40.7	20	917	75	28300	"M"
1082	2006	39.933333333	36	752	174	13921	"M"
1083	2006	43.127659574	39	1934	501	10200	"M"
1084	2006	42.225	41	4480	2250	30910	"M"
1085	2006	40.161290323	33	1405	217	29200	"M"
1086	2006	45.44	23	686	64	32500	"M"
1087	2006	38.012987013	77	3065	62	25610	"M"
1088	2006	44.04842615	411	43164	10500	11050	"M"
1089	2006	43	46	2749	125	22230	"M"
1090	2006	39.694267516	204	10538	6200	13930	"M"
1091	2006	37.972972973	38	1415	100	25120	"M"
1092	2006	37.46875	34	2525	273	28299	"M"
1093	2006	43.318181818	21	417	175	14300	"M"
1094	2006	41.8125	82	6843	3175	20160	"M"
1095	2006	41.414634146	41	1765	62	25120	"M"
1096	2006	38.248	124	7585	3849	22290	"M"
1097	2006	38.472222222	36	1877	124	22230	"M"
1098	2006	43.67578125	238	22546	75000	11010	"M"
1099	2006	39.419354839	65	4371	1537	10910	"M"
1100	2006	42.666666667	121	7153	125	31010	"M"
1101	2006	38.611111111	35	3019	1250	28220	"M"
1102	2006	41.214285714	156	15151	21052	19200	"M"
